21;18;28;5;41;42;44;47;19;14;34;48;22;12;16;9;31;33;43;1;15;7;29;38;32;27;4;24;8;6;20;17;10;3;45;26;46;36;30;25;11;2;35;37;13;39;23;40
37;47;36;6;33;41;34;22;43;39;19;5;3;25;8;24;44;31;40;23;7;38;2;42;28;45;20;29;30;46;15;27;32;48;16;17;9;1;26;4;14;21;35;12;11;13;18;10
36;21;25;33;16;40;32;48;6;12;4;23;43;1;35;28;5;17;47;11;14;9;7;27;8;39;2;10;13;18;34;37;44;26;46;38;19;3;24;15;29;20;31;41;42;30;22;45
9;14;18;17;36;3;40;45;7;21;37;43;31;6;35;16;25;5;29;1;15;12;20;30;34;10;38;24;2;26;22;19;11;39;23;28;4;8;47;33;41;27;32;42;46;44;48;13
4;13;7;5;33;40;43;41;12;28;14;36;45;27;16;8;23;38;10;2;37;32;47;22;6;30;18;21;29;17;26;20;35;19;25;3;1;39;34;46;48;44;42;31;11;24;9;15
15;48;5;23;21;27;38;6;43;39;44;29;32;18;12;1;26;30;4;36;34;46;7;2;13;3;40;35;14;17;47;16;41;19;9;33;11;42;28;31;45;22;20;25;8;37;24;10
15;10;23;17;37;9;48;16;33;19;24;13;41;36;22;32;7;8;14;12;3;5;30;6;44;28;27;42;1;18;4;21;25;46;43;40;39;20;26;31;47;2;29;45;34;11;35;38
10;30;4;34;29;15;19;27;26;17;47;6;14;3;41;2;42;32;38;48;44;20;37;18;46;1;8;5;22;23;36;13;11;43;16;33;21;35;39;9;25;31;40;28;7;24;45;12
6;43;25;15;5;19;7;36;30;47;24;42;18;16;10;48;29;4;9;41;13;2;31;14;17;21;45;44;33;40;28;46;39;23;35;20;1;34;37;22;12;38;26;27;3;11;8;32
5;11;29;41;8;20;43;31;38;24;2;7;22;46;36;1;34;23;33;27;25;40;44;15;14;32;6;21;17;28;42;19;30;12;9;13;26;3;39;35;10;48;47;18;4;45;16;37
28;9;36;25;3;12;40;47;6;26;8;34;46;31;1;38;29;33;7;13;22;11;5;30;43;21;16;18;23;14;27;19;32;15;17;42;48;41;2;24;35;45;10;37;39;4;44;20
37;48;47;9;29;11;5;41;23;32;13;39;42;28;6;24;8;22;21;45;12;20;33;16;44;18;30;43;34;27;40;26;15;10;17;2;25;35;3;4;46;31;1;36;7;38;19;14
32;41;10;44;14;46;29;43;26;1;48;34;33;16;7;39;9;11;17;6;25;45;23;36;27;28;24;47;35;38;40;5;21;13;12;20;15;31;19;8;30;18;3;2;42;22;4;37
7;37;46;4;32;27;29;13;12;14;43;30;25;10;40;24;6;21;8;15;44;35;2;22;39;42;34;5;18;31;36;23;1;9;3;16;45;47;48;19;11;28;38;17;33;26;41;20
16;37;25;19;21;24;14;6;11;15;35;42;3;43;30;45;41;26;29;31;9;47;18;17;40;23;39;7;1;27;36;12;4;20;8;34;32;44;2;13;10;28;48;33;38;46;5;22
23;4;39;37;33;8;2;29;31;46;44;32;3;17;9;13;16;24;10;12;38;30;36;14;20;43;5;21;35;45;11;47;19;28;7;42;18;27;41;25;22;6;1;15;48;34;26;40
15;27;48;22;28;43;1;8;12;30;14;37;19;18;16;7;45;46;4;10;25;40;39;29;17;9;24;26;5;32;23;41;36;38;35;20;44;3;21;42;33;11;6;31;47;34;13;2
24;10;9;15;35;14;1;3;2;17;28;4;30;12;42;13;8;25;11;39;7;31;29;26;27;19;22;20;36;44;45;32;34;37;40;23;41;16;38;46;6;48;18;33;21;5;47;43
23;37;8;31;35;26;34;46;38;33;19;27;32;20;14;45;48;47;36;30;17;7;15;29;25;1;4;9;10;41;22;16;18;44;2;21;3;6;43;12;28;39;11;13;42;5;40;24
3;41;11;12;27;33;40;35;10;25;45;8;48;17;19;30;29;39;24;9;21;5;15;4;20;47;2;26;46;14;42;18;37;43;16;6;22;23;1;31;34;13;28;7;36;32;38;44
19;32;38;2;17;33;8;14;16;15;7;18;11;30;22;26;10;37;35;48;39;1;45;12;20;42;25;44;24;40;36;28;5;21;23;9;4;31;3;43;13;29;46;6;34;47;27;41
9;20;38;18;35;2;37;33;39;28;3;46;4;45;41;11;29;15;16;36;23;19;40;1;31;48;22;5;6;25;32;34;47;30;26;44;7;12;43;14;21;8;10;24;42;27;17;13
40;36;23;41;7;27;15;13;29;28;33;5;47;4;22;19;35;44;6;46;26;14;45;31;43;25;30;39;42;17;9;12;20;32;48;38;10;18;16;11;1;8;3;2;24;34;37;21
16;7;8;46;4;47;37;15;31;19;2;34;17;39;30;27;3;23;25;20;32;24;1;35;41;11;10;9;14;33;44;22;48;43;38;21;40;36;18;13;6;12;5;29;28;45;26;42
19;30;4;3;28;7;33;1;22;6;39;18;42;9;15;11;48;21;26;29;5;24;27;23;31;14;45;40;16;46;43;17;38;37;13;32;8;10;34;35;41;44;12;47;2;25;20;36
18;44;12;9;13;33;23;41;30;25;11;5;27;39;24;32;26;40;36;3;37;15;10;47;46;21;16;14;20;48;35;34;43;28;45;17;22;2;6;29;8;31;19;4;42;1;7;38
19;30;20;41;33;25;28;44;37;3;39;11;12;14;38;36;7;45;15;21;35;4;42;40;5;10;31;9;8;27;22;48;26;1;2;23;6;24;46;29;43;47;16;18;13;32;17;34
10;36;17;4;28;9;45;34;18;41;16;11;30;39;35;48;42;19;43;12;44;7;27;47;40;29;3;32;8;33;23;37;21;14;24;25;5;2;22;38;1;20;13;15;6;26;46;31
7;28;22;31;32;39;30;10;43;19;18;26;44;34;41;3;16;23;6;40;42;46;5;15;9;45;11;1;47;2;8;38;25;33;21;13;35;14;48;12;24;29;27;4;20;37;36;17
15;9;14;8;43;19;3;12;10;41;2;42;45;6;48;40;47;18;31;34;37;17;16;32;30;29;7;26;1;23;5;39;36;38;24;25;20;4;27;21;44;22;46;28;11;35;13;33
38;29;35;46;43;24;20;39;22;37;15;11;1;30;32;45;17;42;40;3;6;34;13;5;28;48;41;12;18;10;27;9;16;4;23;33;26;36;31;19;14;2;47;8;21;7;25;44
17;45;16;46;28;37;23;35;27;36;5;25;15;30;2;19;11;29;38;41;20;22;9;13;8;10;26;3;34;14;44;39;12;18;1;48;21;7;32;43;47;24;6;40;33;31;4;42
3;21;26;45;42;7;43;14;8;4;1;41;40;11;37;20;22;47;17;33;16;5;38;48;13;27;9;46;19;30;34;12;32;39;31;36;44;25;2;29;10;15;24;28;18;35;23;6
13;3;21;44;26;35;39;36;18;31;38;40;17;48;25;4;32;34;28;22;42;24;2;8;33;12;16;7;20;9;27;29;37;41;5;45;10;43;11;6;46;47;23;14;30;19;1;15
15;33;38;45;16;37;19;22;6;42;31;13;18;35;1;8;30;25;44;20;10;23;46;5;43;24;29;34;9;40;3;39;11;4;21;32;28;26;48;14;17;27;7;41;36;2;12;47
13;47;3;7;12;17;11;5;22;36;31;27;15;21;8;39;30;16;45;1;37;4;40;20;48;28;32;19;10;34;29;35;14;38;18;43;2;26;9;33;24;46;23;41;42;25;44;6
4;19;33;13;26;21;27;16;6;40;28;44;48;45;1;15;46;12;17;14;7;8;34;20;18;32;25;11;30;31;43;29;3;5;10;41;9;36;35;37;38;2;23;47;39;24;22;42
20;45;38;37;15;48;27;34;26;7;33;13;42;29;36;25;12;31;16;24;2;44;39;21;35;46;9;14;3;17;19;11;6;1;41;43;32;4;40;10;8;30;5;18;47;23;28;22
26;4;9;30;20;46;3;38;39;25;40;47;31;10;42;34;18;12;23;6;7;41;16;22;32;1;43;35;45;24;13;33;37;2;27;19;8;29;11;48;28;5;14;44;15;36;17;21
43;5;15;4;23;33;42;25;13;30;20;10;46;32;16;47;19;29;35;39;26;8;48;1;27;37;38;24;18;17;3;22;45;40;2;12;44;11;34;41;14;7;6;31;9;28;21;36
28;41;45;30;5;4;42;17;47;13;6;35;16;8;25;1;29;7;21;24;40;20;23;14;33;27;19;12;26;2;34;18;44;39;11;36;9;10;48;46;15;3;37;38;22;32;43;31
40;21;14;34;12;20;11;8;36;30;32;31;47;39;3;13;15;41;33;29;45;16;35;46;28;24;9;2;5;44;37;4;25;48;17;6;18;1;7;43;23;26;22;27;10;42;19;38
8;34;16;10;9;38;42;15;43;3;26;35;20;39;4;22;6;37;28;40;11;27;2;47;36;30;13;5;21;19;25;14;33;44;32;18;7;41;45;48;23;12;29;24;1;31;46;17
11;42;40;4;8;35;21;37;30;22;17;48;7;38;44;26;6;31;15;24;19;32;12;45;41;27;39;34;10;36;20;9;33;29;23;43;1;16;13;47;14;25;18;5;46;28;3;2
30;34;39;24;5;23;7;15;37;46;14;42;20;36;41;22;9;26;17;32;38;45;47;28;40;21;19;16;33;44;48;2;31;3;10;29;35;8;25;27;18;12;13;43;4;11;1;6
30;4;12;40;48;39;42;32;20;21;1;22;27;11;9;31;36;34;17;45;13;33;24;8;38;35;37;6;19;44;10;16;18;29;26;5;2;46;25;7;47;15;43;3;23;14;41;28
12;28;19;27;9;43;29;31;36;3;13;37;39;7;26;41;34;35;42;5;10;2;20;14;25;46;15;6;33;38;44;16;40;48;8;11;4;24;21;18;45;32;30;22;47;23;1;17
35;16;8;4;18;12;34;21;40;23;32;44;30;41;6;25;24;22;20;31;47;11;29;10;33;15;9;27;17;48;43;3;42;13;14;46;36;38;1;26;5;39;7;45;37;19;28;2
11;2;36;39;30;44;12;26;41;20;5;45;17;22;24;16;43;47;10;33;18;27;3;42;40;9;46;14;13;29;8;25;28;7;35;23;38;19;6;48;34;31;4;15;32;1;21;37
15;21;36;24;48;7;5;4;42;10;18;14;11;22;34;30;43;9;28;17;39;33;6;19;29;32;27;3;16;8;37;35;41;2;44;25;1;40;38;20;47;31;45;46;26;23;13;12
24;26;21;32;35;23;44;40;30;14;36;46;12;17;34;8;27;19;31;15;4;22;13;25;11;28;48;1;42;45;41;16;3;39;9;18;10;7;2;6;37;5;20;47;38;29;33;43
16;30;23;42;24;26;27;47;21;25;36;35;8;40;46;3;45;37;32;19;7;41;34;43;12;38;33;48;29;15;17;11;44;1;14;5;13;31;39;28;2;9;20;22;6;10;18;4
32;16;47;44;27;9;29;45;33;1;34;14;46;35;11;12;5;38;4;10;18;37;6;20;8;24;28;26;48;31;15;21;19;43;41;36;40;2;30;25;13;42;17;7;39;22;23;3
5;38;36;40;16;41;30;28;10;44;48;15;42;35;47;24;26;11;12;13;4;27;33;6;34;20;1;46;14;31;19;39;23;43;9;3;8;7;29;32;2;25;21;17;22;45;18;37
