82;74;4;46;77;47;78;53;55;12;83;27;11;13;42;87;23;9;76;75;38;64;67;58;73;51;60;85;21;18;30;15;43;34;1;39;50;70;89;52;22;26;44;37;5;84;62;31;3;33;54;36;48;16;19;65;6;72;7;61;56;35;88;24;81;32;2;90;49;68;10;66;14;45;25;69;20;86;8;79;29;71;40;57;28;59;80;63;41;17
75;17;64;58;80;2;28;15;55;4;42;83;21;86;49;26;43;14;70;90;24;27;33;35;61;72;40;68;63;46;37;66;32;5;44;81;62;50;73;45;87;11;88;3;29;48;53;18;39;13;31;78;85;84;71;8;54;25;59;7;12;19;20;1;65;57;36;89;60;30;76;82;47;9;56;51;16;10;41;67;34;6;77;74;23;52;38;79;69;22
5;80;70;37;78;16;17;45;39;38;65;69;77;72;18;50;88;26;54;71;86;52;19;58;73;9;53;15;51;36;84;27;66;8;47;81;34;25;10;20;1;57;59;40;14;87;7;2;43;74;11;63;46;75;68;13;32;60;29;33;30;49;6;61;31;56;55;12;82;24;64;42;85;3;22;21;44;62;76;28;79;23;89;35;90;67;83;41;4;48
43;41;4;87;35;81;40;57;25;36;78;61;73;54;6;29;52;45;68;47;44;77;65;90;22;39;80;18;49;9;60;33;46;11;24;32;34;74;14;70;50;13;82;58;79;8;5;85;72;59;66;21;71;17;31;20;10;19;42;83;62;12;86;16;55;37;7;27;84;30;88;75;26;1;69;3;89;53;23;56;67;28;2;64;76;15;63;38;48;51
53;34;74;67;58;3;45;14;49;69;43;57;76;86;37;81;23;44;6;17;2;79;22;5;89;38;88;7;66;12;33;64;47;25;4;59;87;13;26;40;85;11;71;32;62;19;65;31;80;9;63;55;68;46;18;50;29;82;8;28;39;30;20;21;15;52;78;56;83;75;42;16;54;27;60;41;48;36;73;24;61;90;84;10;1;72;70;35;51;77
52;27;34;2;75;45;17;36;35;66;89;88;38;22;59;58;23;3;54;28;51;37;4;50;62;63;83;43;69;55;82;31;24;48;14;70;90;81;79;42;80;84;18;85;67;57;47;61;49;78;72;11;10;40;60;16;1;9;71;46;21;7;30;44;73;56;15;26;87;86;5;32;8;12;13;65;77;25;20;76;39;64;19;41;68;29;6;53;33;74
25;50;61;3;73;69;62;78;71;2;31;43;72;26;88;90;53;84;30;19;86;57;36;60;35;20;4;48;54;29;89;23;68;45;27;13;32;10;14;1;66;21;17;67;65;74;52;37;64;55;12;58;9;7;8;34;24;82;63;85;41;56;70;47;77;75;80;40;22;83;33;28;38;59;42;5;16;46;51;44;39;79;11;18;76;6;49;81;87;15
39;73;53;48;52;5;11;90;50;86;20;25;36;70;8;76;62;60;74;69;19;2;81;40;85;18;17;66;27;6;67;63;13;82;72;14;41;15;65;61;28;30;77;42;32;89;58;84;21;51;9;16;12;56;31;75;78;1;3;29;43;83;26;54;87;34;57;79;24;64;88;49;68;33;46;55;80;4;35;47;23;10;45;37;7;59;22;44;71;38
34;67;33;82;47;77;60;5;57;54;52;29;43;9;66;26;83;61;90;12;73;46;87;6;68;27;86;51;40;44;75;55;23;20;49;72;39;81;13;80;48;59;58;63;41;16;15;42;84;17;88;31;69;1;45;21;70;36;76;89;25;4;65;50;24;35;30;7;38;2;22;28;78;85;79;37;18;8;53;62;19;56;32;64;3;14;11;74;71;10
46;32;64;25;19;49;41;72;27;78;23;77;83;37;87;45;65;17;28;84;4;1;15;31;82;8;79;52;26;62;75;48;89;16;42;76;88;44;90;6;86;68;29;67;47;24;51;71;69;33;2;36;30;39;59;34;11;60;21;55;5;18;73;10;63;58;74;40;81;3;13;53;38;66;80;22;61;12;85;50;7;43;56;57;20;54;14;70;9;35
11;16;51;77;53;49;21;28;46;10;8;48;47;44;43;34;19;89;74;23;71;78;79;87;64;39;30;31;4;42;72;7;26;84;69;60;56;58;55;65;68;85;59;70;1;3;35;67;36;75;41;32;2;76;17;29;66;24;40;57;6;61;83;5;62;88;81;50;82;20;90;13;45;15;63;37;18;80;25;86;52;27;22;54;33;73;9;14;38;12
62;52;32;70;82;25;75;48;54;57;88;85;2;16;6;53;68;15;59;10;63;14;23;21;1;56;60;36;20;11;4;72;73;17;22;35;81;86;38;29;71;3;7;65;90;69;74;24;42;84;61;13;77;78;50;9;45;66;51;76;79;37;18;12;89;44;55;64;31;39;41;47;83;8;67;28;49;5;26;46;34;58;40;43;30;80;33;19;27;87
73;20;23;34;53;45;21;6;70;60;3;75;83;40;30;86;19;77;35;67;11;18;46;31;47;24;2;12;1;69;66;72;62;50;64;44;88;65;13;85;39;82;63;17;51;84;74;37;15;87;79;42;16;26;43;28;59;14;33;22;57;56;27;29;90;25;78;81;4;55;89;8;52;80;10;9;71;58;54;41;38;7;48;49;36;32;5;68;76;61
65;37;17;40;14;19;89;67;51;13;75;58;33;49;57;36;31;12;53;45;34;27;79;78;55;8;25;88;43;84;68;5;90;44;87;64;30;62;41;82;69;9;18;32;50;28;46;7;23;15;73;61;21;76;59;81;72;39;20;1;26;38;74;66;29;77;83;6;52;42;56;11;86;16;10;85;80;63;4;24;60;22;48;54;47;71;70;35;3;2
50;16;34;69;30;47;43;73;81;24;61;63;32;2;55;52;48;75;89;9;27;84;18;36;40;41;86;76;6;64;49;17;60;8;20;33;62;12;90;31;67;71;70;23;15;57;13;77;4;66;37;7;10;35;80;1;21;25;29;83;59;11;65;42;45;88;26;14;74;53;22;3;19;51;85;54;39;56;44;58;5;82;87;79;28;46;78;68;72;38
25;40;49;1;67;51;62;10;28;12;59;33;89;48;68;86;60;18;26;4;5;9;43;79;83;15;65;22;38;80;71;14;35;70;78;85;39;69;3;7;21;50;31;73;63;77;13;56;55;81;19;20;88;46;36;75;45;58;37;84;87;82;44;27;30;42;76;16;52;61;34;32;41;6;57;90;53;2;11;64;66;8;54;29;47;17;72;74;23;24
75;16;9;21;7;74;69;61;54;18;10;3;73;34;50;51;71;49;11;78;79;52;6;26;29;40;45;86;83;59;36;64;5;22;65;25;4;84;80;85;42;56;31;63;62;89;39;14;30;46;37;82;70;76;12;2;47;44;87;81;1;15;57;41;33;38;17;27;53;13;32;48;55;88;58;19;8;20;72;28;67;77;23;60;68;43;66;90;35;24
77;84;78;68;79;85;28;53;50;7;55;33;39;67;16;86;29;10;65;9;18;23;74;21;15;59;71;13;89;20;63;83;51;80;42;52;6;30;49;64;31;27;45;82;1;2;41;58;72;48;35;25;73;12;60;66;38;88;32;56;44;81;24;69;43;3;70;40;61;22;11;17;62;46;90;57;14;26;19;47;75;37;76;34;54;8;87;4;36;5
74;12;53;61;4;2;77;60;45;50;15;63;33;68;38;30;71;73;10;19;40;79;51;70;18;49;76;66;44;67;39;80;27;58;59;37;11;35;54;62;55;43;41;22;47;7;32;31;36;16;24;29;23;14;57;85;72;3;88;8;13;52;86;75;78;5;83;56;87;81;46;20;84;26;48;90;42;21;9;34;17;65;25;89;82;6;1;28;64;69
34;81;46;57;37;48;72;35;55;53;80;13;78;11;19;32;63;7;40;43;28;87;2;68;42;60;5;77;73;49;52;66;31;84;74;69;58;21;29;71;6;16;59;79;3;18;39;30;51;8;54;44;20;88;26;17;33;1;75;14;41;83;76;10;89;85;50;86;45;64;62;67;12;70;61;25;9;65;22;82;36;38;47;90;27;4;23;56;24;15
70;34;67;19;16;56;51;21;38;31;74;29;61;73;37;13;30;14;82;35;78;71;42;44;36;1;10;33;27;76;28;3;81;8;6;80;63;5;59;85;75;68;66;12;15;48;72;22;11;46;43;25;79;86;54;57;39;47;77;40;84;41;4;18;32;60;62;50;9;7;53;55;45;65;17;64;20;2;52;89;49;83;90;87;23;88;69;26;58;24
72;48;69;55;30;58;27;18;50;73;41;53;26;34;75;12;28;35;45;23;22;43;63;87;56;65;62;33;20;29;46;25;71;67;86;90;9;83;80;44;52;16;68;31;51;1;7;88;19;39;81;14;82;89;10;11;84;76;60;54;13;2;49;38;6;64;74;21;85;77;24;66;4;15;79;40;3;61;37;17;42;36;70;47;32;8;57;78;59;5
53;66;81;86;39;40;42;68;30;62;34;1;63;77;37;74;83;11;16;14;71;6;12;31;70;25;58;43;3;10;64;65;21;41;56;35;69;17;46;38;8;50;29;89;61;28;54;76;67;22;78;49;9;59;2;82;18;90;84;52;47;20;60;4;75;19;33;88;73;32;85;36;44;27;26;51;48;55;72;45;13;87;15;7;5;24;57;80;23;79
38;75;78;72;9;17;31;69;34;80;48;62;59;46;26;30;12;55;66;7;65;79;88;89;39;68;13;22;58;87;18;44;71;54;1;49;70;35;74;50;67;8;21;84;45;36;90;33;15;43;61;86;25;40;29;76;63;19;2;16;51;27;11;60;10;83;52;53;5;73;42;14;85;57;20;82;77;37;6;32;41;24;81;3;28;47;64;4;23;56
46;16;53;68;72;26;48;15;42;18;6;33;50;60;31;41;86;66;23;78;80;11;67;14;13;61;30;75;44;32;20;59;8;89;43;5;84;36;71;58;76;57;62;21;27;2;73;87;47;39;90;69;82;83;12;10;25;40;24;56;7;49;51;85;79;70;19;17;45;55;29;4;77;3;88;74;34;63;38;54;65;9;22;37;35;28;64;1;52;81
79;62;16;53;76;15;64;28;48;7;37;40;23;70;88;49;57;36;50;25;33;24;6;41;90;75;14;69;19;78;85;2;27;4;84;82;81;72;71;10;65;47;22;67;86;66;5;89;39;12;87;8;59;54;60;61;1;77;44;73;74;51;55;38;45;17;18;32;35;20;63;26;80;13;58;30;9;29;83;52;43;68;11;42;56;3;31;21;34;46
36;58;66;90;10;51;46;5;11;62;27;70;52;17;16;45;78;33;80;49;39;79;65;63;1;48;25;43;38;30;23;75;67;9;3;40;18;4;44;37;59;8;42;47;2;12;71;6;31;54;55;14;22;81;53;21;24;82;13;50;29;74;34;28;68;57;72;19;83;35;69;88;89;77;32;73;85;60;41;56;84;15;7;20;76;87;61;26;64;86
7;77;6;2;80;71;46;34;39;58;53;11;42;48;40;32;35;88;24;66;3;73;83;49;59;31;74;54;57;10;75;14;67;68;65;20;38;72;30;27;85;76;26;63;21;5;61;13;60;1;86;87;16;19;82;9;29;69;78;23;45;64;41;15;18;56;36;51;28;89;79;22;62;12;52;50;37;47;84;8;81;25;90;33;17;44;70;4;43;55
65;16;76;17;9;38;82;39;5;70;90;14;78;4;69;60;49;7;62;40;64;61;56;34;26;27;85;32;80;42;89;3;67;13;87;83;10;24;47;77;46;19;35;45;50;44;1;12;48;71;55;41;21;31;29;57;15;84;25;23;52;6;18;8;58;20;54;51;43;22;28;81;88;33;30;37;73;36;79;11;75;68;72;2;53;66;86;59;74;63
42;55;9;60;37;73;45;53;61;51;89;56;5;46;48;34;64;84;66;71;25;39;7;36;14;63;13;6;74;40;86;81;76;47;54;2;11;41;87;85;88;62;16;80;78;82;58;83;72;70;52;31;90;57;18;77;27;19;68;8;35;24;21;69;75;15;33;1;43;38;12;28;3;32;65;30;10;23;50;49;20;29;44;67;26;59;17;22;4;79
66;81;58;14;75;18;36;68;62;47;78;40;90;83;32;55;61;70;87;46;16;88;71;59;73;67;17;8;45;51;74;85;26;52;76;29;60;31;43;63;34;20;69;1;42;15;38;10;24;22;19;77;72;41;44;65;6;86;89;48;11;79;33;35;53;2;82;4;84;56;13;7;28;57;54;39;3;64;80;5;30;25;23;9;37;49;50;21;27;12
88;81;41;50;33;82;59;58;18;51;39;2;42;44;47;46;70;63;89;20;16;17;13;29;37;67;53;43;78;61;15;9;1;57;22;90;84;23;30;19;75;35;85;14;55;48;66;6;72;77;73;5;64;87;56;80;45;12;79;31;49;83;36;68;26;21;7;76;71;38;60;74;34;40;62;4;32;65;86;54;52;69;27;8;24;28;10;25;3;11
45;37;89;66;8;72;68;69;80;13;18;88;9;4;38;61;1;81;33;86;74;12;29;60;70;51;40;44;79;50;3;64;65;20;82;67;87;35;2;16;78;56;22;11;6;83;75;17;57;47;31;42;59;24;32;14;71;30;54;7;48;19;90;25;55;23;84;62;63;43;39;10;21;46;28;53;76;77;58;52;49;15;85;36;41;27;5;34;26;73
46;63;22;68;71;62;37;72;4;8;90;3;82;61;31;30;11;20;64;60;54;74;40;80;88;70;51;23;89;36;41;26;39;59;34;43;47;13;21;69;50;10;86;18;77;25;33;29;66;48;15;45;9;42;79;2;81;7;75;57;38;44;49;28;32;78;12;14;73;1;27;6;52;67;19;85;87;17;16;65;76;35;56;83;53;58;84;24;55;5
41;48;21;43;65;56;55;6;24;25;52;70;12;16;9;67;72;66;74;17;46;10;59;42;49;27;47;32;83;80;11;90;82;13;2;38;54;40;36;1;22;29;45;34;33;77;7;31;37;14;28;53;5;8;61;62;63;15;3;68;73;76;51;35;58;60;89;57;39;85;84;44;86;69;87;30;78;88;19;18;81;75;71;4;20;23;26;50;79;64
11;76;74;58;35;5;53;29;42;32;9;26;34;13;63;3;86;49;37;16;75;41;62;89;68;71;57;78;45;81;67;50;28;24;90;31;4;19;69;79;48;30;38;22;52;39;70;17;10;55;84;82;8;80;73;47;21;20;77;12;59;64;61;23;60;54;33;27;18;66;43;15;2;51;7;88;6;25;40;65;83;72;44;87;36;1;85;56;46;14
30;70;85;84;22;2;6;48;32;43;23;65;64;44;7;62;9;53;4;82;36;50;39;18;88;21;89;16;73;86;37;75;29;25;49;87;1;3;11;31;67;13;24;35;79;27;5;81;12;46;74;72;83;80;19;61;47;71;33;55;26;28;76;68;63;78;14;60;51;54;45;52;59;8;90;10;66;58;57;40;15;56;17;41;34;20;38;77;42;69
75;12;53;30;43;73;90;70;49;71;28;72;18;31;11;52;23;66;32;58;29;85;14;42;22;40;34;4;46;24;55;19;27;82;16;13;83;68;21;10;9;87;7;69;2;51;39;86;6;81;1;64;41;48;77;44;37;54;36;61;89;62;80;25;38;74;88;45;59;3;47;63;76;57;33;35;78;56;84;65;20;5;60;50;79;26;8;17;15;67
71;54;49;33;38;69;8;3;19;41;79;89;28;34;17;65;24;27;36;46;39;43;5;40;12;7;22;72;37;16;25;20;2;70;56;57;6;85;64;83;78;31;13;42;1;51;52;45;76;80;21;15;53;60;10;35;86;81;47;74;14;77;11;32;55;67;68;73;30;84;48;87;75;61;90;63;29;26;82;88;18;50;66;58;44;59;4;62;9;23
57;89;38;41;21;44;49;62;12;20;82;23;85;32;51;72;22;67;55;17;53;27;30;14;60;31;43;79;77;42;73;61;6;47;2;78;7;3;10;84;15;29;54;40;34;80;37;8;33;58;9;59;88;39;45;16;26;24;75;52;63;5;35;25;74;64;46;50;28;83;86;48;90;11;1;66;4;56;18;87;69;13;65;36;70;68;76;71;81;19
30;18;32;12;79;56;60;27;78;48;69;65;1;20;63;49;59;11;8;29;26;67;21;84;64;87;24;10;90;5;23;80;57;47;61;13;28;16;15;58;2;38;66;68;6;81;85;34;41;53;45;43;33;22;3;62;76;75;36;55;17;40;82;77;86;31;50;71;52;72;37;89;42;39;46;9;14;19;25;73;51;54;70;35;7;88;4;83;74;44
79;6;32;72;56;61;88;24;29;20;45;85;25;26;66;49;80;7;86;54;55;34;71;48;31;3;23;60;87;53;9;22;17;67;33;46;75;5;41;73;43;15;69;76;42;12;36;58;74;63;70;47;30;2;78;65;57;13;28;19;1;81;35;82;68;83;37;62;90;10;16;52;14;51;44;89;40;77;4;18;21;11;38;84;50;64;59;39;8;27
8;22;74;62;44;71;67;59;54;33;10;64;81;57;53;80;45;6;32;7;52;34;51;25;26;85;5;3;38;31;28;82;20;21;68;15;88;1;65;24;46;43;49;84;48;29;76;23;70;75;83;60;14;16;66;18;37;39;27;30;58;17;56;61;78;72;73;35;41;4;86;40;63;13;19;90;47;87;36;11;69;9;79;2;42;50;77;89;12;55
11;54;27;15;51;26;23;16;30;64;37;28;89;84;33;10;86;70;2;43;48;55;60;72;49;22;5;73;53;71;38;80;56;31;90;66;36;9;78;14;3;77;63;35;8;62;85;88;61;6;79;41;82;34;59;42;44;50;67;47;12;68;4;32;25;65;17;58;83;87;39;29;74;19;81;20;45;76;57;40;52;1;7;75;13;46;24;21;18;69
33;46;27;12;83;34;80;82;49;71;57;69;24;40;32;75;17;45;63;28;6;2;43;1;36;41;31;86;65;3;87;59;88;62;10;84;21;37;47;58;51;52;44;29;60;56;74;55;53;90;50;54;30;67;20;81;16;42;13;85;11;26;19;25;89;61;18;68;77;73;35;76;78;38;48;7;70;72;23;9;15;66;79;14;39;5;4;8;64;22
10;24;30;1;85;47;48;59;76;11;49;68;82;40;27;71;87;21;81;37;61;54;13;56;25;29;86;26;8;72;46;16;3;34;62;79;66;80;5;51;7;64;78;44;67;55;88;53;18;12;9;42;22;69;73;31;50;39;57;19;28;35;89;2;58;36;32;77;20;15;74;52;43;14;84;4;83;41;65;70;45;60;6;38;75;90;33;17;63;23
11;85;32;27;89;44;61;48;75;56;30;43;80;88;39;2;63;86;77;16;59;87;42;57;23;78;46;58;6;69;64;54;67;8;79;3;14;24;47;41;40;65;31;53;12;4;73;13;90;52;36;81;7;1;25;66;71;22;74;18;84;17;62;28;45;33;76;34;5;9;68;35;82;49;51;15;38;60;19;37;50;83;10;70;72;20;26;55;21;29
52;9;3;79;19;41;29;70;74;6;25;47;54;4;77;34;36;80;30;10;64;51;66;43;11;60;75;72;2;42;16;49;65;27;73;46;58;22;90;35;88;44;18;81;86;24;59;7;33;63;23;56;15;85;31;55;87;67;32;76;12;38;89;62;82;28;45;21;50;61;17;37;14;40;1;48;39;57;5;78;13;20;68;69;71;84;26;83;53;8
81;26;35;37;87;7;6;71;76;53;58;77;83;2;44;12;80;55;78;31;61;50;19;70;65;34;17;73;79;68;52;30;15;39;49;48;14;67;86;88;59;18;22;60;84;23;8;25;1;20;5;89;82;32;90;69;85;47;72;56;38;11;62;13;66;45;74;24;54;21;16;27;64;4;29;9;57;43;63;3;51;28;10;36;41;46;75;42;40;33
32;11;16;56;34;27;19;42;66;14;50;35;25;71;1;48;51;6;3;31;74;49;67;20;9;40;17;58;13;22;77;59;41;78;62;38;86;43;46;10;76;37;63;44;52;26;90;4;79;2;21;8;85;53;73;55;57;75;61;23;33;65;70;68;69;89;88;15;28;81;47;29;60;87;5;12;64;84;39;30;83;24;18;82;72;80;36;54;45;7
46;20;52;69;75;85;58;62;88;67;70;57;19;29;80;78;28;14;61;74;21;17;64;79;51;33;15;41;68;49;5;30;40;36;10;12;77;89;24;71;39;84;25;35;43;34;7;37;87;3;26;6;54;90;73;86;48;2;38;45;1;31;65;60;23;42;16;32;4;72;83;8;76;9;50;22;66;81;11;13;53;55;63;82;27;18;44;56;47;59
40;29;81;48;14;65;56;67;89;82;49;85;37;54;74;35;84;62;28;9;16;38;33;30;20;18;75;43;19;70;51;11;90;41;42;10;68;64;27;76;73;1;58;4;53;60;80;26;21;22;8;66;12;46;7;36;17;57;87;52;71;69;2;15;13;61;25;34;83;59;31;32;63;55;78;3;5;72;24;44;45;6;39;88;47;50;79;23;86;77
30;49;36;80;47;26;3;21;6;65;41;19;1;56;90;89;20;73;59;29;52;23;79;75;12;50;31;76;66;51;9;18;13;44;70;82;69;22;27;5;86;38;43;63;62;33;7;71;53;61;16;24;45;67;42;15;35;25;60;28;55;81;8;11;78;34;64;46;68;37;14;72;40;87;74;39;85;4;88;54;2;77;84;48;57;32;17;10;83;58
40;49;61;51;81;71;67;90;19;52;83;89;14;7;20;39;62;82;85;87;5;77;6;45;22;26;78;12;69;38;21;3;58;75;43;57;47;56;64;80;10;84;30;54;66;33;27;44;18;1;53;74;48;86;24;72;42;31;11;76;60;15;16;41;88;25;29;55;9;59;23;68;8;36;17;65;63;37;79;50;35;13;32;34;46;28;73;2;70;4
75;12;19;50;49;1;55;66;65;63;83;87;62;37;59;47;52;46;86;76;16;36;45;8;24;53;6;38;61;72;32;13;77;40;33;11;15;57;26;84;29;17;4;69;74;10;60;85;79;89;9;90;18;88;5;3;2;51;14;71;80;34;35;70;48;82;23;54;30;7;56;39;27;28;44;43;67;58;78;31;68;73;64;20;81;22;42;41;25;21
68;28;8;78;71;49;83;54;76;51;1;13;64;24;39;9;79;52;26;60;31;12;73;11;86;27;72;45;22;15;21;70;63;2;33;5;43;59;75;18;46;7;85;89;3;42;10;32;57;56;62;74;36;37;14;53;87;40;4;50;81;20;58;16;66;84;38;65;44;34;55;19;25;69;61;82;90;47;35;88;41;77;80;30;17;67;23;48;29;6
52;86;9;8;65;49;46;43;6;80;19;3;42;72;77;21;73;60;85;47;45;64;23;34;82;44;89;24;15;53;12;57;26;50;25;31;1;54;58;70;76;32;17;4;75;41;88;36;81;59;68;55;11;30;78;71;10;67;39;33;66;87;13;14;90;18;22;16;83;84;56;48;69;20;27;5;79;62;38;61;40;35;74;63;29;51;28;2;7;37
16;81;64;32;28;15;25;72;54;59;73;63;37;60;22;4;82;71;34;27;35;84;56;79;44;29;38;2;19;90;42;86;33;17;23;48;43;88;21;66;45;65;26;20;14;9;8;1;80;50;89;10;53;85;36;30;7;47;58;11;18;13;46;77;70;55;12;40;62;5;49;78;69;68;6;51;24;57;87;75;52;83;76;61;67;41;3;31;39;74
24;77;64;63;26;33;38;49;40;52;60;87;45;39;78;46;6;50;84;19;16;85;82;14;48;74;68;53;23;75;43;12;4;20;57;7;13;55;51;86;9;3;80;88;21;35;1;41;15;61;36;34;30;79;22;47;31;28;11;56;67;59;76;18;89;70;71;5;66;42;62;65;90;69;54;17;29;32;44;10;73;25;81;2;8;27;72;58;83;37
24;75;27;46;85;6;25;47;7;52;74;81;49;56;39;82;58;40;59;26;51;48;35;11;43;80;31;69;86;90;5;20;76;14;67;19;38;9;64;50;61;22;28;32;45;1;63;18;71;72;44;37;73;57;23;89;88;12;3;70;33;10;66;42;15;17;16;4;30;60;87;34;36;55;79;77;54;2;13;83;53;78;8;41;62;29;68;84;65;21
82;61;27;3;5;45;51;78;22;77;87;28;1;17;11;71;56;50;14;83;18;68;80;85;79;8;67;15;76;25;6;16;24;64;48;52;81;57;70;65;49;88;39;73;74;40;37;26;42;36;30;38;9;84;7;46;32;12;59;72;44;62;90;4;34;2;35;55;19;31;21;54;75;47;63;58;86;23;20;66;43;29;53;13;60;10;89;33;41;69
41;87;37;29;3;53;90;62;67;44;2;14;81;24;10;5;86;61;55;45;74;65;26;88;46;49;9;7;11;76;80;63;73;68;18;52;23;17;20;1;31;19;38;70;66;85;64;50;51;72;32;82;15;16;89;56;39;58;12;36;75;28;83;13;34;69;30;22;42;8;79;59;21;25;40;78;6;77;48;71;84;27;43;33;35;54;57;47;60;4
73;33;44;22;36;61;40;85;19;55;1;25;71;21;53;82;24;29;83;5;56;7;57;67;75;27;87;54;9;34;47;63;72;16;77;35;74;81;51;4;39;41;65;11;76;28;14;84;69;90;70;18;88;8;23;32;48;15;37;20;78;66;58;50;62;26;68;3;79;60;2;45;80;38;12;31;89;17;46;64;13;43;42;6;52;30;59;10;49;86
36;5;33;3;59;42;43;71;17;46;31;68;12;89;48;26;34;66;40;13;72;74;25;53;28;61;60;55;82;75;4;56;85;49;22;16;81;11;57;45;51;77;83;32;87;62;8;1;23;7;50;9;65;44;88;70;69;64;2;19;79;15;30;78;35;38;39;21;80;73;24;52;20;14;10;84;6;67;37;58;86;63;47;41;27;29;54;90;18;76
48;38;30;55;39;29;31;4;67;6;58;60;87;76;12;49;33;50;24;85;78;65;68;14;26;81;82;35;72;71;28;22;2;37;74;88;77;20;54;16;43;90;42;89;27;47;64;25;56;51;21;34;15;13;8;10;9;66;45;19;86;36;1;17;32;84;73;52;63;23;18;7;5;75;3;41;83;11;59;40;61;80;70;69;53;44;57;46;62;79
41;44;46;3;22;70;18;89;53;61;72;64;28;86;76;14;40;42;60;79;67;87;52;2;84;63;62;57;45;47;85;55;12;4;80;8;65;15;5;82;83;74;59;30;34;16;54;73;81;71;39;31;35;25;21;24;20;37;27;29;13;75;17;49;58;38;48;11;32;90;36;23;19;51;88;6;50;68;69;56;7;1;78;77;26;9;10;66;43;33
57;31;36;37;18;45;3;70;71;47;44;82;81;86;4;51;50;41;88;25;46;74;39;58;59;61;6;33;38;48;15;10;20;83;1;21;65;28;63;72;49;23;19;24;9;87;89;77;78;52;32;34;64;80;42;90;62;79;43;14;8;16;17;13;56;12;69;5;30;85;27;22;11;54;67;35;55;2;75;66;60;26;68;40;53;7;73;29;76;84
